name,price,image,link,discount,rating,reviews,price_category,value_score,phone_model,ram,storage,camera,battery,color,specification
"Samsung Galaxy S10e - 5.8"" 128GB/6GB, Single Sim - Black",205000,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/79/5644963/1.jpg?2546,https://www.jumia.com.ng/samsung-galaxy-s10e-5.8-128gb6gb-single-sim-black-369446597.html,11.0,4.2,19,Medium,0.00041,samsung galaxy s10e,6GB,128GB,Not Specified,non,Black,"e 5.8"" 128GB 6GB Single Sim"
"Samsung Galaxy S10e - 5.8"" 128GB/6GB, Single Sim - Blue",205000,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/80/7644963/1.jpg?2608,https://www.jumia.com.ng/samsung-galaxy-s10e-5.8-128gb6gb-single-sim-blue-369446708.html,11.0,4.4,7,Medium,0.000172,samsung galaxy s10e,6GB,128GB,Not Specified,non,Blue,"e 5.8"" 128GB 6GB Single Sim"
"OUKITEL G1S Rugged Smartphone 6.52”HD,10600mAh,128GB ROM/8GB(4+4) RAM,Android 15 Phones, Waterproof Rugged Phones Outdoor IP68/IP69K dustproof phone Fingerprint/Dual Sim/NFC/GPS/OTG/Face ID - Black",205200,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/54/8101914/1.jpg?1608,https://www.jumia.com.ng/oukitel-g1s-rugged-smartphone-6.52hd10600mah128gb-rom8gb44-ramandroid-15-phones-waterproof-rugged-phones-outdoor-ip68ip69k-dustproof-phone-fingerprintdual-simnfcgpsotgface-id-black-419101845.html,33.0,4.0,5,Medium,0.000117,OUKITEL G1S,8GB,128GB,Not Specified,10600mAh,Black,Rugged Smartphone 6.52”HD ROM 8GB(4 4) RAM Android 15 Phones Waterproof Rugged Phones Outdoor IP68 IP69K dustproof phone Fingerprint Dual Sim NFC GPS OTG Face ID
Unknown Product,209882,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/65/7184914/1.jpg?5286,https://www.jumia.com.ng/samsung-galaxy-a17-6.7-hd-4gb-ram128gb-rom-android-14-grey-419481756.html,0.0,0.0,0,Medium,0.0,unknown product,NOT SPECIFIED,NOT SPECIFIED,Not Specified,non,Unknown,Unknown Product
"Samsung Galaxy A17 6.7"" HD 4GB RAM/128GB ROM Android 14  - Grey",209882,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/65/7184914/1.jpg?5286,https://www.jumia.com.ng/samsung-galaxy-a17-6.7-hd-4gb-ram128gb-rom-android-14-grey-419481756.html,12.0,0.0,0,Medium,0.0,samsung galaxy a17,4GB,128GB,Not Specified,non,Grey,"6.7"" HD RAM ROM Android 14"
Samsung GALAXY A16 - 4GB /128GB- Dual Sim- 5000mah- Gray,209990,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/28/1728814/1.jpg?5659,https://www.jumia.com.ng/samsung-galaxy-a16-4gb-128gb-dual-sim-5000mah-gray-418827182.html,22.0,0.0,0,Medium,0.0,samsung galaxy a16,4GB,128GB,Not Specified,5000mAh,Gray,Dual Sim
Samsung GALAXY A16 - 4GB /128GB- Dual Sim- 5000mah- Black,209990,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/61/1124104/1.jpg?6068,https://www.jumia.com.ng/samsung-galaxy-a16-4gb-128gb-dual-sim-5000mah-black-401421116.html,19.0,3.5,8,Medium,0.00015,samsung galaxy a16,4GB,128GB,Not Specified,5000mAh,Black,Dual Sim
Samsung GALAXY A16 - 4GB /128GB- Dual Sim- 5000mah- Light Green,209990,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/77/6876104/1.jpg?8217,https://www.jumia.com.ng/samsung-galaxy-a16-4gb-128gb-dual-sim-5000mah-light-green-401678677.html,19.0,3.6,8,Medium,0.000154,samsung galaxy a16,4GB,128GB,Not Specified,5000mAh,Green,Dual Sim Light
"Samsung  Galaxy S10e - 5.8"" 128GB/6GB, Single Sim - white",210000,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/12/2206814/1.jpg?2106,https://www.jumia.com.ng/samsung-galaxy-s10e-5.8-128gb6gb-single-sim-white-418602221.html,22.0,5.0,1,Medium,4.8e-05,samsung galaxy s10e,6GB,128GB,Not Specified,non,White,"e 5.8"" 128GB 6GB Single Sim"
"Samsung Galaxy A17 6.7"" HD 4GB RAM/128GB ROM Android 14  - Black",212629,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/75/2498814/1.jpg?8559,https://www.jumia.com.ng/samsung-galaxy-a17-6.7-hd-4gb-ram128gb-rom-android-14-black-418894257.html,11.0,4.4,42,Medium,0.00089,samsung galaxy a17,4GB,128GB,Not Specified,non,Black,"6.7"" HD RAM ROM Android 14"
"Samsung Galaxy A16 6.7"" HD 4GB RAM/128GB ROM 5000mAh",213000,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/48/9243914/1.jpg?9124,https://www.jumia.com.ng/samsung-galaxy-a16-6.7-hd-4gb-ram128gb-rom-5000mah-419342984.html,9.0,0.0,0,Medium,0.0,samsung galaxy a16,4GB,128GB,Not Specified,5000mAh,Unknown,"6.7"" HD RAM ROM"
"OUKITEL WP53S Rugged Smartphones 6.52"" HD, 11000mAh Battery,16GB 128GB 1TB Expansion, IP68/IP69K Waterproof Phone, Android 15 Phones, 128dB Loudly Speaker,900LM Camping Light,18W Fast Charging Outdoor Rugged Phones, 4G Dual SIM,Fingerprint,NFC,GPS,Black",214620,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/06/5232914/1.jpg?3422,https://www.jumia.com.ng/oukitel-wp53s-rugged-smartphones-6.52-hd-11000mah-battery16gb-128gb-1tb-expansion-ip68ip69k-waterproof-phone-android-15-phones-128db-loudly-speaker900lm-camping-light18w-fast-charging-outdoor-rugged-phones-4g-dual-simfingerprintnfcgpsblack-419232560.html,35.0,0.0,0,Medium,0.0,oukitel wp53s,16GB,128GB,Not Specified,11000mAh,Black,"Rugged Smartphones 6.52"" HD Battery 1TB Expansion IP68 IP69K Waterproof Phone Android 15 Phones 128dB Loudly Speaker 900LM Camping Light 18W Fast Charging Outdoor Rugged Phones 4G Dual SIM Fingerprint NFC GPS"
"XIAOMI Redmi 15C-6.9"",16GB(8GB+8/256GB),Android 15,50MP/8MP,Dual Sim,6000mAh-Mightnight Black",216500,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/86/2379814/1.jpg?8271,https://www.jumia.com.ng/xiaomi-redmi-15c-6.916gb8gb8256gbandroid-1550mp8mpdual-sim6000mah-mightnight-black-418973268.html,6.0,0.0,0,Medium,0.0,xiaomi redmi 15c,8GB,256GB,Not Specified,6000mAh,Black,"6.9"" 16GB(8GB 8 256GB) Android 15 50MP 8MP Dual Sim Mightnight"
"Poco M7 , 6.9"" 8GB RAM / 256GB ROM - Black",217916,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/73/7838814/1.jpg?7609,https://www.jumia.com.ng/poco-m7-6.9-8gb-ram-256gb-rom-black-418838737.html,6.0,4.5,29,Medium,0.00062,poco m7,8GB,256GB,Not Specified,non,Black,"6.9"" RAM ROM"
"OUKITEL WP23Plus Rugged Smartphone 10600mAh, 16GB/128GB ROM/TF 1TB Android 15 Phones, 6.52''Display,13MP Camera,IP68/IP69K Dustproof Phone,Waterproof Rugged Phone,4G Dual SIM Cell Phone,Fingerprint/NFC/GPS/OTG/Face ID - Orange",218880,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/58/8102914/1.jpg?0068,https://www.jumia.com.ng/oukitel-wp23plus-rugged-smartphone-10600mah-16gb128gb-romtf-1tb-android-15-phones-6.52display13mp-cameraip68ip69k-dustproof-phonewaterproof-rugged-phone4g-dual-sim-cell-phonefingerprintnfcgpsotgface-id-orange-419201885.html,35.0,5.0,1,Medium,4.6e-05,OUKITEL WP23 Plus,16GB,128GB,Not Specified,10600mAh,Orange,Rugged Smartphone ROM TF 1TB Android 15 Phones 6.52''Display 13MP Camera IP68 IP69K Dustproof Phone Waterproof Rugged Phone 4G Dual SIM Cell Phone Fingerprint NFC GPS OTG Face ID
"itel RS4 6.56"", 256GB ROM + Up To 16GB RAM, 5000mAh + 45W , 50MP",219950,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/49/9150133/1.jpg?3586,https://www.jumia.com.ng/rs4-6.56-256gb-rom-up-to-16gb-ram-5000mah-45w-50mp-itel-mpg4609273.html,27.0,5.0,6,Medium,0.000159,itel rs4,16GB,256GB,Not Specified,5000mAh,Unknown,"6.56"" ROM Up To RAM 45W 50MP"
Unknown Product,219950,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/49/9150133/1.jpg?3586,https://www.jumia.com.ng/rs4-6.56-256gb-rom-up-to-16gb-ram-5000mah-45w-50mp-itel-mpg4609273.html,0.0,0.0,0,Medium,0.0,unknown product,NOT SPECIFIED,NOT SPECIFIED,Not Specified,non,Unknown,Unknown Product
"Samsung Galaxy S9 Plus (S9+) Dual SIM 6.2"" 6GB+64GB, 12MP+8MP 4G Plus Midnight Black",220000,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/82/5473014/1.jpg?9634,https://www.jumia.com.ng/samsung-galaxy-s9-plus-s9-dual-sim-6.2-6gb64gb-12mp8mp-4g-plus-midnight-black-410374528.html,0.0,0.0,0,Medium,0.0,samsung galaxy s9 plus,6GB,64GB,12MP+8MP,non,Midnight Black,"(S9 ) Dual SIM 6.2"" 4G Plus Midnight"
Samsung Galaxy s10e 128+8gb Ram,220000,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/44/7430914/1.jpg?5849,https://www.jumia.com.ng/samsung-galaxy-s10e-1288gb-ram-419034744.html,15.0,0.0,0,Medium,0.0,samsung galaxy s10e,8GB + 128GB,NOT SPECIFIED,Not Specified,non,Unknown,e 128 Ram
"XIAOMI Redmi 15C-6.9"", 16GB (8+8GB/256GB),Android 15,50MP/8MP,Dual Sim,6000mAh-Mightnight Black",220000,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/69/2379814/1.jpg?9662,https://www.jumia.com.ng/xiaomi-redmi-15c-6.9-16gb-88gb256gbandroid-1550mp8mpdual-sim6000mah-mightnight-black-418973296.html,12.0,3.3,3,Medium,6e-05,xiaomi redmi 15c,8GB,256GB,Not Specified,6000mAh,Black,"6.9"" 16GB (8 ) Android 15 50MP 8MP Dual Sim Mightnight"
Unknown Product,220500,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/85/6366314/1.jpg?7435,https://www.jumia.com.ng/oukitel-g1-rugged-smartphone-android-24gb-618256gb-10600mah-6.52-hd-display-nfc-rugged-phone-black-413663658.html,0.0,0.0,0,Medium,0.0,unknown product,NOT SPECIFIED,NOT SPECIFIED,Not Specified,non,Unknown,Unknown Product
OUKITEL G1 Rugged Smartphone Android 24GB (6+18)+256GB 10600mAh 6.52' HD Display NFC Rugged Phone- Black,220500,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/85/6366314/1.jpg?7435,https://www.jumia.com.ng/oukitel-g1-rugged-smartphone-android-24gb-618256gb-10600mah-6.52-hd-display-nfc-rugged-phone-black-413663658.html,18.0,3.4,14,Medium,0.000231,oukitel g1,24GB,256GB,Not Specified,10600mAh,Black,Rugged Smartphone Android 24GB (6 18) 256GB 6.52' HD Display NFC Rugged Phone
XIAOMI Redmi 15 6.9'' 8GBRAM/256GB ROM Android 15 - Black,222001,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/64/1987814/1.jpg?7826,https://www.jumia.com.ng/redmi-15-6.9-8gbram256gb-rom-android-15-black-xiaomi-mpg11883477.html,5.0,4.4,176,Medium,0.003508,xiaomi redmi 15 6.9'',8GB,256GB,Not Specified,non,Black,6.9'' RAM ROM Android 15
"Oppo A6x - 6.75"",4GB/256GB,4G,DUAL,Android 15,6100mAh-ICE BLUE",222499,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/30/4781914/1.jpg?5569,https://www.jumia.com.ng/oppo-a6x-6.754gb256gb4gdualandroid-156100mah-ice-blue-419187403.html,1.0,0.0,0,Medium,0.0,oppo a6x,4GB,256GB,Not Specified,6100mAh,Blue,"6.75"" 4G DUAL Android 15 ICE"
"ZTE Nubia Focus Pro 5G - (256GB/8+12GB) 6.72"" 5000mAh - Light Brown",223000,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/26/5111914/1.jpg?5552,https://www.jumia.com.ng/zte-nubia-focus-pro-5g-256gb812gb-6.72-5000mah-light-brown-419111562.html,18.0,0.0,0,Medium,0.0,zte nubia focus pro,12GB + 8GB,NOT SPECIFIED,Not Specified,5000mAh,Unknown,"ZTE Nubia (256GB 8 12GB) 6.72"" Light Brown"
Unknown Product,227907,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/69/3592914/1.jpg?8433,https://www.jumia.com.ng/xiaomi-pad-2-wifi-only-4gb128gb-9000mah-graphite-gray-419295396.html,0.0,0.0,0,Medium,0.0,unknown product,NOT SPECIFIED,NOT SPECIFIED,Not Specified,non,Unknown,Unknown Product
"Samsung Galaxy A16 6.7"" HD 4GB RAM/128GB ROM Android 14 - Black",230000,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/03/5757893/1.jpg?8606,https://www.jumia.com.ng/samsung-galaxy-a16-6.7-hd-4gb-ram128gb-rom-android-14-black-398757530.html,23.0,0.0,0,Medium,0.0,samsung galaxy a16,4GB,128GB,Not Specified,non,Black,"6.7"" HD RAM ROM Android 14"
"Samsung Galaxy A17 6.7"" HD 6GB RAM/128GB ROM Android 14 - Black",231132,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/27/2498814/1.jpg?9257,https://www.jumia.com.ng/samsung-galaxy-a17-6.7-hd-6gb-ram128gb-rom-android-14-black-418894272.html,11.0,4.4,21,Medium,0.000419,samsung galaxy a17,6GB,128GB,Not Specified,non,Black,"6.7"" HD RAM ROM Android 14"
Unknown Product,231132,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/27/2498814/1.jpg?9257,https://www.jumia.com.ng/samsung-galaxy-a17-6.7-hd-6gb-ram128gb-rom-android-14-black-418894272.html,0.0,0.0,0,Medium,0.0,unknown product,NOT SPECIFIED,NOT SPECIFIED,Not Specified,non,Unknown,Unknown Product
"Samsung Galaxy Note 9, 6.4""(inches) 128GB/6GB ROM Single Sim-Black",240000,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/41/4171814/1.jpg?4702,https://www.jumia.com.ng/samsung-galaxy-note-9-6.4inches-128gb6gb-rom-single-sim-black-418171414.html,0.0,0.0,0,Medium,0.0,samsung galaxy note 9,6GB,128GB,Not Specified,non,Black,"Samsung 6.4""(inches) 128GB 6GB ROM Single Sim"
Samsung GALAXY A16 5G- 4GB /128GB- Dual Sim- 5000mah- Gold (Plus Free Adapter),249990,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/74/7013404/1.jpg?5373,https://www.jumia.com.ng/samsung-galaxy-a16-5g-4gb-128gb-dual-sim-5000mah-gold-plus-free-adapter-404310747.html,15.0,5.0,2,Medium,6e-05,samsung galaxy a16,4GB,128GB,Not Specified,5000mAh,Gold,5G Dual Sim (Plus Free Adapter)
"Samsung Galaxy Note 9 6.4-Inch (6GB RAM, 128GB ROM) (12MP + 12MP) LTE - Midnight Black",250000,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/25/365689/1.jpg?3786,https://www.jumia.com.ng/galaxy-note-9-6.4-inch-6gb-ram-128gb-rom-12mp-12mp-lte-midnight-black-samsung-mpg8337420.html,0.0,4.6,11,Medium,0.000221,samsung galaxy note 9,6GB,128GB,Not Specified,non,Midnight Black,Samsung 6.4 Inch ( RAM ROM) (12MP 12MP) LTE Midnight
"OUKITEL WP23 Plus Rugged Smartphone 6.52'' 256GB ROM/24GB RAM 10600mAh,Waterproof Rugged Phone,Android 15 Phones, 18W Fast Charging, 13MP Camera, 4G Dual SIM,IP68/IP69K Dustproof Phone,Fingerprint/NFC/GPS/OTG - Black",252840,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/40/4101914/1.jpg?4403,https://www.jumia.com.ng/oukitel-wp23-plus-rugged-smartphone-6.52-256gb-rom24gb-ram-10600mahwaterproof-rugged-phoneandroid-15-phones-18w-fast-charging-13mp-camera-4g-dual-simip68ip69k-dustproof-phonefingerprintnfcgpsotg-black-419101404.html,31.0,5.0,1,Medium,4e-05,OUKITEL WP23 Plus,24GB,256GB,Not Specified,10600mAh,Black,Plus Rugged Smartphone 6.52'' ROM RAM Waterproof Rugged Phone Android 15 Phones 18W Fast Charging 13MP Camera 4G Dual SIM IP68 IP69K Dustproof Phone Fingerprint NFC GPS OTG
Samsung Galaxy S20 Plus + - 128GB ROM/12GB RAM - Single Sim -Black,255000,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/14/4553914/1.jpg?2639,https://www.jumia.com.ng/samsung-galaxy-s20-plus-128gb-rom12gb-ram-single-sim-black-419355441.html,0.0,0.0,0,Medium,0.0,samsung galaxy s20 plus,12GB,128GB,Not Specified,non,Black,ROM RAM Single Sim
"XIAOMI Redmi 15C - 6.9"" 8GB RAM+ 256GB ROM Android 15 - Dual Sim - 4G LTE - 6000mAh - Midnight Black",255000,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/52/5768814/1.jpg?7357,https://www.jumia.com.ng/xiaomi-redmi-15c-6.9-8gb-ram-256gb-rom-android-15-dual-sim-4g-lte-6000mah-midnight-black-418867525.html,0.0,5.0,1,Medium,3.9e-05,xiaomi redmi 15c,8GB,256GB,Not Specified,6000mAh,Midnight Black,"6.9"" RAM ROM Android 15 Dual Sim 4G LTE Midnight"
Fire HD 8 RAM Kids Edition 32GB ROM 2GB (12th Gen),255000,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/68/5202642/1.jpg?9432,https://www.jumia.com.ng/fire-hd-8-ram-kids-edition-32gb-rom-2gb-12th-gen-246202586.html,6.0,2.0,1,Medium,1.6e-05,fire hd 8,2GB,32GB,Not Specified,non,Unknown,RAM Kids Edition ROM 2GB (12th Gen)
"itel SUPER 26 Ultra 6.78"" Curved AMOLED, 128GB + 8GB RAM, 50MP, 6000mAh",256990,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/08/8377814/1.jpg?4834,https://www.jumia.com.ng/itel-super-26-ultra-6.78-curved-amoled-128gb-8gb-ram-50mp-6000mah-418773880.html,14.0,4.4,7,Medium,0.000137,itel super 26 ultra,8GB,128GB,Not Specified,6000mAh,Unknown,"Ultra 6.78"" Curved AMOLED 12 RAM 50MP"
"Samsung Galaxy S20 5G - 6.2"" 128GB/12GB, Single Sim - Black",260000,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/57/5354963/1.jpg?4473,https://www.jumia.com.ng/samsung-galaxy-s20-5g-6.2-128gb12gb-single-sim-black-369453575.html,13.0,3.6,15,Medium,0.000222,samsung galaxy s20 5g,28GB,12GB,Not Specified,non,Black,"5G 6.2"" 1 Single Sim"
"Samsung Galaxy S20 5G - 6.2"" 128GB/12GB, Single Sim - Blue",260000,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/42/6354963/1.jpg?4530,https://www.jumia.com.ng/samsung-galaxy-s20-5g-6.2-128gb12gb-single-sim-blue-369453624.html,13.0,4.3,8,Medium,0.000149,samsung galaxy s20 5g,28GB,12GB,Not Specified,non,Blue,"5G 6.2"" 1 Single Sim"
"Samsung Galaxy S10 Single Sim 128gb/8gb  6.1""",260000,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/87/6453591/1.jpg?9118,https://www.jumia.com.ng/samsung-galaxy-s10-single-sim-128gb8gb-6.1-195354678.html,0.0,4.3,4,Medium,8.3e-05,samsung galaxy s10,8GB,128GB,Not Specified,non,Unknown,"Single Sim 128gb 8gb 6.1"""
"Samsung Galaxy S10 - 6.1"" 128GB/8GB, Single Sim - White",260000,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/46/5444963/1.jpg?1588,https://www.jumia.com.ng/samsung-galaxy-s10-6.1-128gb8gb-single-sim-white-369444564.html,9.0,4.3,10,Medium,0.000182,samsung galaxy s10,8GB,128GB,Not Specified,non,White,"6.1"" 128GB 8GB Single Sim"
Samsung Galaxy S20 Plus + - (256GB ROM/12GB RAM) - Single Sim -Black,265000,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/46/8014914/1.jpg?0782,https://www.jumia.com.ng/samsung-galaxy-s20-plus-256gb-rom12gb-ram-single-sim-black-419410864.html,0.0,0.0,0,Medium,0.0,samsung galaxy s20 plus,12GB,256GB,Not Specified,non,Black,( ROM RAM) Single Sim
Samsung Galaxy Note 10  Single Sim 256gb/8gb,270000,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/76/8241722/1.jpg?3267,https://www.jumia.com.ng/samsung-galaxy-note-10-single-sim-256gb8gb-227142867.html,0.0,4.3,3,Medium,6.4e-05,Samsung Galaxy Note 10,8GB,256GB,Not Specified,non,Unknown,Samsung Single Sim 256gb 8gb
"Samsung Galaxy S10 -6.1"" 128GB/8GB, Dual Sim-black",270000,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/22/2938814/1.jpg?5397,https://www.jumia.com.ng/samsung-galaxy-s10-6.1-128gb8gb-dual-sim-black-418839222.html,0.0,0.0,0,Medium,0.0,samsung galaxy s10,8GB,128GB,Not Specified,non,Black,"6.1"" 128GB 8GB Dual Sim"
Unknown Product,272072,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/28/3592914/1.jpg?8058,https://www.jumia.com.ng/xiaomi-pad-2-wifi-only-8gb256gb-9000mah-graphite-gray-419295382.html,0.0,0.0,0,Medium,0.0,unknown product,NOT SPECIFIED,NOT SPECIFIED,Not Specified,non,Unknown,Unknown Product
"itel SUPER 26Ultra 6.78"" 3D-Curved Amoled,144HZ , 6000mah 256GB - Blue + Free itel Smartwatch ISW-011",274000,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/31/6227814/1.jpg?2013,https://www.jumia.com.ng/itel-super-26ultra-6.78-3d-curved-amoled144hz-6000mah-256gb-blue-free-itel-smartwatch-isw-011-418722613.html,0.0,4.3,44,Medium,0.000706,itel super 26ultra,NOT SPECIFIED,NOT SPECIFIED,Not Specified,6000mAh,Blue,"6.78"" 3D Curved Amoled 144HZ 256GB Free itel Smartwatch ISW 011"
"XIAOMI Redmi Note 15 6.77"" 6GB 128GB Dual SIM 6500mAh AMOLED display- Black",274868,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/28/3271914/1.jpg?0939,https://www.jumia.com.ng/xiaomi-redmi-note-15-6.77-6gb-128gb-dual-sim-6500mah-amoled-display-black-419172382.html,5.0,3.9,30,Medium,0.00044,xiaomi redmi note 15,6GB,128GB,Not Specified,6500mAh,Black,"XIAOMI 6.77"" Dual SIM AMOLED display"
"Tecno Spark 40 6.67"" 8GB RAM/256GB ROM Android 15 - Black",274999,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/42/8774814/1.jpg?8751,https://www.jumia.com.ng/tecno-spark-40-6.67-8gb-ram256gb-rom-android-15-black-418477824.html,29.0,4.0,1,Medium,2.9e-05,tecno spark 40,8GB,256GB,Not Specified,non,Black,"6.67"" RAM ROM Android 15"
Samsung Galaxy S20 128GB/8GB Gray,275000,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/30/1791914/1.jpg?1664,https://www.jumia.com.ng/samsung-galaxy-s20-128gb8gb-gray-419197103.html,0.0,0.0,0,Medium,0.0,samsung galaxy s20,8GB,128GB,Not Specified,non,Gray,128GB 8GB
"Samsung Galaxy Note10 6.3""(256GB/8GB) Single Sim-black",275000,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/24/6178814/1.jpg?1309,https://www.jumia.com.ng/samsung-galaxy-note10-6.3256gb8gb-single-sim-black-418871642.html,0.0,0.0,0,Medium,0.0,samsung galaxy note10,8GB,256GB,Not Specified,non,Black,"Samsung 6.3""(256GB 8GB) Single Sim"
"Samsung Galaxy Note 10 - 6.3"" 256GB/8GB, Single Sim - Black",275300,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/00/2354963/1.jpg?2965,https://www.jumia.com.ng/samsung-galaxy-note-10-6.3-256gb8gb-single-sim-black-369453200.html,15.0,5.0,3,Medium,7.3e-05,samsung galaxy note 10,8GB,256GB,Not Specified,non,Black,"Samsung 6.3"" 256GB 8GB Single Sim"
"Samsung Galaxy Note 10 - 6.3"" 256GB/8GB, Single Sim - Aura White",275300,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/55/2354963/1.jpg?3145,https://www.jumia.com.ng/samsung-galaxy-note-10-6.3-256gb8gb-single-sim-aura-white-369453255.html,17.0,5.0,1,Medium,3.6e-05,samsung galaxy note 10,8GB,256GB,Not Specified,non,White,"Samsung 6.3"" 256GB 8GB Single Sim Aura"
Samsung Galaxy Note20 SINGLE SIM (256GB / 8GB RAM) 5G - Mystic Bronze,279000,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/83/5135104/1.jpg?0629,https://www.jumia.com.ng/samsung-galaxy-note20-single-sim-256gb-8gb-ram-5g-mystic-bronze-401531538.html,0.0,4.1,29,Medium,0.000441,samsung galaxy note20,8GB,256GB,Not Specified,non,Unknown,Samsung SINGLE SIM (256GB RAM) 5G Mystic Bronze
"Vivo Y31D-6.75"",6/128GB,50MP/8MP,4G LTE,Android 16,7200mAh-Grey",280899,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/23/8513914/1.jpg?9935,https://www.jumia.com.ng/vivo-y31d-6.756128gb50mp8mp4g-lteandroid-167200mah-grey-419315832.html,1.0,0.0,0,Medium,0.0,vivo y3id,NOT SPECIFIED,NOT SPECIFIED,Not Specified,7200mAh,Grey,"6.75"" 6 128GB 50MP 8MP 4G LTE Android 16"
"Samsung Galaxy A17 5G 6.7"" 6GB RAM 128GB ROM Android 15 Dual SIM",281980,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/41/7343914/1.jpg?4417,https://www.jumia.com.ng/samsung-galaxy-a17-5g-6.7-6gb-ram-128gb-rom-android-15-dual-sim-419343714.html,0.0,4.0,1,Medium,2.8e-05,samsung galaxy a17,6GB,128GB,Not Specified,non,Unknown,"5G 6.7"" RAM ROM Android 15 Dual SIM"
"Samsung GALAXY S21  6.2"" SINGLE SIM 5G (12MP+64MP) 128/8GB 4000mAh",284000,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/52/8885162/1.jpg?8260,https://www.jumia.com.ng/samsung-galaxy-s21-6.2-single-sim-5g-12mp64mp-1288gb-4000mah-261588825.html,0.0,4.5,2,Medium,4.8e-05,samsung galaxy s21,NOT SPECIFIED,NOT SPECIFIED,12MP+64MP,4000mAh,Unknown,"6.2"" SINGLE SIM 5G () 128 8GB"
"Samsung Galaxy S21 5G - 6.2"" 128GB ROM/8GB RAM, Single Sim Purple",284000,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/45/1811304/1.jpg?9047,https://www.jumia.com.ng/galaxy-s21-5g-6.2-128gb-rom8gb-ram-single-sim-purple-samsung-mpg11933045.html,0.0,4.5,2,Medium,4.8e-05,samsung galaxy s21,8GB,128GB,Not Specified,non,Purple,"5G 6.2"" 12 ROM RAM Single Sim"
